"tab_name","tab_desc","series","module","var","var_desc","analyzable","binary_ref_group","comment_var","version_date","is_comment","is_weight","is_questionnaire","is_ecological","is_binary","is_ordinal","categorical_ref_group","categorical_levels","N","age_range_low","age_range_high","age_median","female_N","female_pct","white_N","white_pct","mexican_N","mexican_pct","black_N","black_pct","other_hispanic_N","other_hispanic_pct","other_N","other_pct","series_num","category","sub_category"
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXMHH","Mono-(2-ethyl-5-hydroxyhexyl) phthalate",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7935,6,85,27,4044,0.509640831758034,3321,0.418525519848771,1966,0.247763074984247,2048,0.258097038437303,268,0.0337744171392565,332,0.0418399495904222,2,"phthalates",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXMOH","Mono-(2-ethyl-5-oxohexyl) phthalate",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7935,6,85,27,4044,0.509640831758034,3321,0.418525519848771,1966,0.247763074984247,2048,0.258097038437303,268,0.0337744171392565,332,0.0418399495904222,2,"phthalates",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXMIB","Mono-isobutyl pthalate",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7935,6,85,27,4044,0.509640831758034,3321,0.418525519848771,1966,0.247763074984247,2048,0.258097038437303,268,0.0337744171392565,332,0.0418399495904222,2,"phthalates",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXDAZ","Daidzein (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10469,6,85,27,5378,0.513707135351992,4220,0.403094851466234,2782,0.26573693762537,2631,0.25131340147101,420,0.0401184449326583,416,0.0397363645047282,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXDMA","o-Desmethylangolensin (O-DMA) (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10174,6,85,27,5220,0.513072537841557,4121,0.40505209357185,2686,0.264006290544525,2561,0.251720070768626,401,0.0394141930410851,405,0.0398073520739139,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXEQU","Equol (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10093,6,85,27,5184,0.513623303279501,4061,0.40235806994947,2692,0.266719508570296,2536,0.251263251758645,396,0.0392351134449619,408,0.0404240562766274,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXETD","Enterodiol (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10443,6,85,27,5366,0.513837020013406,4218,0.403906923297903,2757,0.26400459638035,2632,0.252034855884324,420,0.0402183280666475,416,0.0398352963707747,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXETL","Enterolactone (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10464,6,85,27,5374,0.513570336391437,4220,0.4032874617737,2779,0.265577217125382,2629,0.251242354740061,420,0.0401376146788991,416,0.0397553516819572,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXGNS","Genistein (ng/mL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,10473,6,85,27,5380,0.513701900124129,4220,0.402940895636398,2785,0.265921894395111,2632,0.251312899837678,420,0.0401031223145231,416,0.0397211878162895,2,"phytoestrogens",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP01","1-napthol",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5343,6,85,27,2751,0.514879281302639,2270,0.424854950402396,1316,0.246303574770728,1355,0.253602844843721,194,0.0363091895938611,208,0.0389294403892944,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP02","2-napthol",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5323,6,85,27,2741,0.514935186924667,2258,0.424196881457825,1313,0.24666541424009,1351,0.253804245726094,194,0.0364456133759158,207,0.0388878452000751,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP03","3-fluorene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7559,6,85,27,3903,0.516338139965604,3049,0.403360232835031,2032,0.268818626802487,1868,0.247122635269216,326,0.0431273978039423,284,0.037571107289324,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP04","2-fluorene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7581,6,85,27,3916,0.516554544255375,3059,0.403508771929825,2041,0.269225695818494,1869,0.246537396121884,327,0.0431341511673922,285,0.037593984962406,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP05","3-phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7466,6,85,27,3855,0.516340744709349,3002,0.40208947227431,2003,0.268282882400214,1857,0.248727564961157,330,0.0442003750334851,274,0.0366997053308331,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP06","1-phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7483,6,85,27,3871,0.517305893358279,3032,0.405185086195376,2002,0.267539756782039,1844,0.246425230522518,325,0.043431778698383,280,0.0374181478016838,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP07","2-phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7433,6,85,27,3829,0.515135207856855,3005,0.404278218754204,1990,0.267725010090139,1837,0.247141127404816,322,0.0433203282658415,279,0.0375353154849993,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP08","1-benzo[c] phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7209,6,85,27,3720,0.516021639617145,2929,0.406297683451242,1960,0.271882369260646,1735,0.24067138299348,315,0.0436953807740325,270,0.0374531835205993,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP09","3-fluoranthene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,2237,6,85,25,1163,0.519892713455521,789,0.352704514975413,715,0.319624497094323,518,0.231560125167635,139,0.062136790344211,76,0.0339740724184175,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP10","1-pyrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7574,6,85,27,3906,0.515711645101664,3055,0.403353578030103,2054,0.27119091629258,1860,0.245576973857935,325,0.0429099551095854,280,0.0369685767097967,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP11","2-benzo[c] phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7190,6,85,27,3702,0.514881780250348,2915,0.405424200278164,1932,0.268706536856746,1759,0.244645340751043,318,0.0442280945757997,266,0.0369958275382476,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP12","1-benzo[a] anthracene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7127,6,85,27,3662,0.513820681913849,2891,0.405640521958748,1904,0.267153079837239,1752,0.245825733127543,313,0.0439174968429914,267,0.0374631682334783,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP13","6-chrysene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7330,6,85,27,3779,0.515552523874488,2938,0.400818553888131,2006,0.273669849931787,1785,0.243519781718963,325,0.0443383356070941,276,0.0376534788540246,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP14","3-benzo[c] phenanthrene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7227,6,85,27,3723,0.515151515151515,2923,0.404455514044555,1941,0.268576172685762,1768,0.244638162446382,322,0.0445551404455514,273,0.0377750103777501,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP15","3-chrysene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7248,6,85,27,3744,0.516556291390728,2913,0.401903973509934,1957,0.270005518763797,1785,0.246274834437086,322,0.0444260485651214,271,0.0373896247240618,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP16","3-benz[a] anthracene (ng/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7131,6,85,27,3661,0.513392231103632,2897,0.406254382274576,1921,0.269387182723321,1736,0.243444117234609,315,0.0441733277240219,262,0.0367409900434722,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP17","9-fluorene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5249,6,85,27,2695,0.513431129738998,2234,0.425604877119451,1276,0.243093922651934,1339,0.255096208801676,192,0.0365783958849305,208,0.039626595542008,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP18","9-phenanthrene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,2741,6,85,27,1397,0.509668004377964,1193,0.435242612185334,664,0.242247354979934,676,0.24662531922656,107,0.0390368478657424,101,0.0368478657424298,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP19","4-phenanthrene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5184,6,85,27,2660,0.513117283950617,2204,0.425154320987654,1271,0.245177469135802,1317,0.254050925925926,192,0.037037037037037,200,0.0385802469135802,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP20","1-chrysene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5007,6,85,27,2570,0.513281406031556,2129,0.425204713401238,1251,0.249850209706411,1253,0.250249650489315,181,0.0361493908528061,193,0.0385460355502297,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP21","2-chrysene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,4989,6,85,27,2561,0.513329324513931,2129,0.426738825415915,1212,0.242934455802766,1271,0.254760473040689,187,0.0374824614151133,190,0.0380837843255161,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP22","4-chrysene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,5073,6,85,27,2608,0.514094224324857,2136,0.421052631578947,1259,0.248176621328602,1289,0.254090281884487,190,0.0374531835205993,199,0.0392272816873645,2,"hydrocarbons",NA
"phpypa_b","PHPYPA Urinary Phthalates","2001-2002","laboratory","URXP24","3-benzo(a) pyrene",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,4993,6,85,27,2564,0.513518926497096,2080,0.416583216503104,1252,0.250751051472061,1276,0.255557780893251,190,0.0380532745844182,195,0.039054676547166,2,"hydrocarbons",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXCB3","dibromovinyl-dimeth prop carboacid(ug/L)",1,NA,"URDCB3LC","2009-11-13",0,0,0,0,0,NA,NA,NA,4746,6,85,19,2499,0.526548672566372,1782,0.375474083438685,1345,0.283396544458491,1193,0.251369574378424,231,0.0486725663716814,195,0.0410872313527181,1,"pesticides","pyrethyroid"
"lab26pp","Pesticides","1999-2000","laboratory","URX4FP","4-fluoro-3-phenoxybenzoic acid (ug/L)",1,NA,"URD4FPLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4997,6,85,19,2618,0.523914348609166,1848,0.369821893135882,1433,0.286772063237943,1263,0.252751650990594,246,0.0492295377226336,207,0.0414248549129478,1,"pesticides","pyrethyroid"
"lab26pp","Pesticides","1999-2000","laboratory","URXOP6","Diethyldithiophosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7456,6,85,21,3863,0.518106223175966,2893,0.388009656652361,2045,0.274275751072961,1881,0.252280042918455,324,0.0434549356223176,313,0.0419796137339056,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOP5","Dimethyldithiophosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7422,6,85,21,3841,0.517515494475883,2888,0.389113446510375,2045,0.275532201562921,1855,0.249932632713554,323,0.0435192670439235,311,0.0419024521692266,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOP4","Diethylthiophosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7387,6,85,21,3842,0.520102883443888,2876,0.389332611344253,2019,0.273317991065385,1856,0.251252199810478,325,0.0439962095573304,311,0.0421009882225531,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOP3","Dimethylthiophosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7458,6,85,21,3865,0.51823545186377,2893,0.387905604719764,2044,0.274068114776079,1882,0.252346473585412,325,0.0435773665862161,314,0.0421024403325288,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOP2","Diethylphosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7420,6,85,21,3850,0.518867924528302,2888,0.38921832884097,2016,0.271698113207547,1880,0.253369272237197,324,0.0436657681940701,312,0.0420485175202156,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOP1","Dimethylphosphate (ug/L)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,7460,6,85,21,3867,0.518364611260054,2894,0.387935656836461,2045,0.274128686327078,1882,0.252278820375335,325,0.0435656836461126,314,0.0420911528150134,1,"diakyl",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXOPP","O-Phenyl phenol (ug/L)",1,NA,"URDOPPLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10093,6,85,23,5196,0.514812246111166,3963,0.392648370157535,2714,0.268899237095016,2573,0.254929158822947,399,0.0395323491528782,444,0.0439908847716239,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URXPPX","2-isopropoxyphenol (ug/L)",1,NA,"URDPPXLC","2009-11-13",0,0,0,0,0,NA,NA,NA,7298,6,85,21,3795,0.520005480953686,2826,0.387229377911757,2020,0.276788161140038,1825,0.250068511921074,319,0.0437106056453823,308,0.0422033433817484,1,"pesticides",NA
"lab26pp","Pesticides","1999-2000","laboratory","URXPCP","Pentachlorophenol (ug/L)",1,NA,"URDPCPLC","2009-11-13",0,0,0,0,0,NA,NA,NA,7376,6,85,21,3833,0.519658351409978,2870,0.38909978308026,2011,0.272640997830803,1854,0.251355748373102,326,0.0441973969631236,315,0.0427060737527115,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URXPAR","Paranitrophenol (ug/L)",1,NA,"URDPARLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4964,6,85,19,2598,0.523368251410153,1835,0.369661563255439,1439,0.289887187751813,1240,0.249798549556809,243,0.0489524576954069,207,0.0417002417405318,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URXDIZ","Oxypyrimidine (ug/L)",1,NA,"URDDIZLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4886,6,85,19,2565,0.524969300040933,1808,0.37003683995088,1409,0.288374948833402,1231,0.251944330740892,235,0.0480966025378633,203,0.0415472779369628,1,"pesticides","organophosphate"
"lab26pp","Pesticides","1999-2000","laboratory","URXCPM","3,5,6-trichloropyridinol (ug/L)",1,NA,"URDCPMLC","2009-11-13",0,0,0,0,0,NA,NA,NA,5005,6,85,19,2617,0.522877122877123,1842,0.368031968031968,1441,0.287912087912088,1267,0.253146853146853,247,0.0493506493506494,208,0.0415584415584416,1,"pesticides","organophosphate"
"lab26pp","Pesticides","1999-2000","laboratory","URXMAL","Malathion diacid (ug/L)",1,NA,"URDMALLC","2009-11-13",0,0,0,0,0,NA,NA,NA,1920,6,59,17,983,0.511979166666667,566,0.294791666666667,680,0.354166666666667,482,0.251041666666667,108,0.05625,84,0.04375,1,"pesticides","organophosphate"
"lab26pp","Pesticides","1999-2000","laboratory","URXDEE","DEET (ug/L)",1,NA,"URDDEELC","2009-11-13",0,0,0,0,0,NA,NA,NA,5021,6,85,19,2630,0.523800039832703,1851,0.368651663015336,1453,0.289384584744075,1263,0.251543517227644,246,0.0489942242581159,208,0.0414260107548297,1,"pesticides","DEET"
"lab26pp","Pesticides","1999-2000","laboratory","URXCBF","Carbofuranphenol (ug/L)",1,NA,"URDCBFLC","2009-11-13",0,0,0,0,0,NA,NA,NA,7414,6,85,21,3854,0.519827353655247,2886,0.389263555435662,2029,0.273671432425142,1857,0.250472079848934,326,0.0439708659293229,316,0.0426220663609388,1,"pesticides","carbamate"
"lab26pp","Pesticides","1999-2000","laboratory","URXATZ","Atrazine mercapturate (ug/L)",1,NA,"URDATZLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4850,6,85,19,2541,0.523917525773196,1760,0.362886597938144,1428,0.294432989690722,1224,0.252371134020619,239,0.0492783505154639,199,0.0410309278350515,1,"pesticides","atrazine"
"lab26pp","Pesticides","1999-2000","laboratory","URX3TB","2,4,6-trichlorophenol (ug/L)",1,NA,"URD3TBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10056,6,85,23,5179,0.515015910898966,3931,0.390910898965792,2710,0.269490851233095,2573,0.255867143993636,400,0.0397772474144789,442,0.0439538583929992,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URX25T","2,4,5-T (ug/L)",1,NA,"URD25TLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4861,6,85,19,2542,0.522937667146678,1786,0.367414112322567,1418,0.291709524789138,1230,0.253034355070973,230,0.0473153672083933,197,0.0405266406089282,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URX24D","2,4-D (ug/L)",1,NA,"URD24DLC","2009-11-13",0,0,0,0,0,NA,NA,NA,4880,6,85,19,2554,0.523360655737705,1763,0.361270491803279,1438,0.294672131147541,1233,0.25266393442623,240,0.0491803278688525,206,0.0422131147540984,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URX1TB","2,4,5-trichlorophenol (ug/L)",1,NA,"URD1TBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10054,6,85,23,5176,0.514819972150388,3944,0.392281678933758,2694,0.26795305351104,2575,0.256116968370798,400,0.0397851601352695,441,0.0438631390491347,1,"pesticides","phenols"
"lab26pp","Pesticides","1999-2000","laboratory","URX14D","2,5-dichlorophenol (ug/L)",1,NA,"URD14DLC","2009-11-13",0,0,0,0,0,NA,NA,NA,10055,6,85,23,5178,0.514967677772253,3931,0.390949776230731,2711,0.269617105917454,2571,0.255693684733963,400,0.0397812033814023,442,0.0439582297364495,1,"pesticides","phenols"
"lab25","Complete Blood Count","1999-2000","laboratory","LBXMPSI","Mean platelet volume (fL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33717,1,85,23,17225,0.510869887593795,13188,0.391138001601566,9329,0.276685351603049,8421,0.24975531630928,1422,0.0421745706913426,1357,0.0402467597947623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXPLTSI","Platelet count (%) SI",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33717,1,85,23,17225,0.510869887593795,13188,0.391138001601566,9329,0.276685351603049,8421,0.24975531630928,1422,0.0421745706913426,1357,0.0402467597947623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXRDW","Red cell distribution width (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXMC","MCHC (g/dL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXMCHSI","Mean cell hemoglobin (pg)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXMCVSI","Mean cell volume (fL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXHCT","Hematocrit (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXHGB","Hemoglobin (g/dL)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXRBCSI","Red cell count SI",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33718,1,85,23,17225,0.510854736342606,13188,0.391126401328667,9329,0.276677145738181,8422,0.249777566878225,1422,0.0421733198884869,1357,0.0402455661664393,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBDBANO","Basophils number",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33604,1,85,23,17140,0.510058326389715,13148,0.391262944887513,9307,0.276961076062374,8387,0.249583382930604,1411,0.0419890489227473,1351,0.0402035471967623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBDEONO","Eosinophils number",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33604,1,85,23,17140,0.510058326389715,13148,0.391262944887513,9307,0.276961076062374,8387,0.249583382930604,1411,0.0419890489227473,1351,0.0402035471967623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBDNENO","Segmented neutrophils number",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33604,1,85,23,17140,0.510058326389715,13148,0.391262944887513,9307,0.276961076062374,8387,0.249583382930604,1411,0.0419890489227473,1351,0.0402035471967623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBDMONO","Monocyte number",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33604,1,85,23,17140,0.510058326389715,13148,0.391262944887513,9307,0.276961076062374,8387,0.249583382930604,1411,0.0419890489227473,1351,0.0402035471967623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBDLYMNO","Lymphocyte number",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33604,1,85,23,17140,0.510058326389715,13148,0.391262944887513,9307,0.276961076062374,8387,0.249583382930604,1411,0.0419890489227473,1351,0.0402035471967623,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXBAPCT","Basophils percent (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33605,1,85,23,17141,0.510072905817587,13148,0.3912513018896,9307,0.276952834399643,8387,0.249575955958935,1412,0.0420175569111739,1351,0.0402023508406487,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXEOPCT","Eosinophils percent (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33605,1,85,23,17141,0.510072905817587,13148,0.3912513018896,9307,0.276952834399643,8387,0.249575955958935,1412,0.0420175569111739,1351,0.0402023508406487,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXNEPCT","Segmented neutrophils percent (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33605,1,85,23,17141,0.510072905817587,13148,0.3912513018896,9307,0.276952834399643,8387,0.249575955958935,1412,0.0420175569111739,1351,0.0402023508406487,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXMOPCT","Monocyte percent (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33605,1,85,23,17141,0.510072905817587,13148,0.3912513018896,9307,0.276952834399643,8387,0.249575955958935,1412,0.0420175569111739,1351,0.0402023508406487,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXLYPCT","Lymphocyte percent (%)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33605,1,85,23,17141,0.510072905817587,13148,0.3912513018896,9307,0.276952834399643,8387,0.249575955958935,1412,0.0420175569111739,1351,0.0402023508406487,1,"blood",NA
"lab25","Complete Blood Count","1999-2000","laboratory","LBXWBCSI","White blood cell count (SI)",1,NA,NA,"2009-11-13",0,0,0,0,0,NA,NA,NA,33717,1,85,23,17224,0.510840228964617,13188,0.391138001601566,9329,0.276685351603049,8422,0.249784974938458,1421,0.0421449120621645,1357,0.0402467597947623,1,"blood",NA
"lab22","Hair Mercury","1999-2000","laboratory","HRDHG","Mercury, hair (ppm) MDL Version",1,NA,"HRDHGLC2","2009-11-13",0,0,0,0,0,NA,NA,NA,2567,1,49,19,2169,0.844955200623296,820,0.319439033891702,932,0.36306973120374,517,0.201402415270744,182,0.0708998831320608,116,0.045188936501753,1,"heavy metals",NA
"lab22","Hair Mercury","1999-2000","laboratory","HRXHG","Mercury, hair (ppm)",1,NA,"HRDHGLC","2009-11-13",0,0,0,0,0,NA,NA,NA,2567,1,49,19,2169,0.844955200623296,820,0.319439033891702,932,0.36306973120374,517,0.201402415270744,182,0.0708998831320608,116,0.045188936501753,1,"heavy metals",NA
"lab21","Volatile Organic Compounds","1999-2000","laboratory","LBXZMB","MTBE (ug/cubic meter)",1,NA,"LBDZMBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,644,20,59,37,351,0.545031055900621,272,0.422360248447205,181,0.281055900621118,127,0.197204968944099,45,0.0698757763975155,19,0.0295031055900621,1,"volatile compounds",NA
"lab21","Volatile Organic Compounds","1999-2000","laboratory","LBXZDB","1,4-dichlorobenzene (ug/cubic meter)",1,NA,"LBDZDBLC","2009-11-13",0,0,0,0,0,NA,NA,NA,644,20,59,37,352,0.546583850931677,269,0.417701863354037,184,0.285714285714286,126,0.195652173913043,45,0.0698757763975155,20,0.031055900621118,1,"volatile compounds",NA
